,t,N,n_points,base_seed_requested,effective_base_seed,state_seed,family,family_min_jtot,health_check,corr_J_rho,corr_J_tot,corr_SL,corr_P_pair,corr_N_pair,corr_N_env,target_max,target_mean,J_tot_min_grid,J_tot_mean_grid,state_idx
34,0.875,4,144,1,1,1000,broad_xyz,22.359644512058757,False,-0.0563220269641622,0.6263594180460438,0.5799337868638385,0.8132990440927504,0.5484459718708387,-0.1985111199047327,0.2415923576882365,0.0904916997297251,1.9855741241031457e-15,17.592496054248183,0
35,0.9,4,144,1,1,1000,broad_xyz,22.359644512058757,False,-0.0711458307435283,0.6208086452440618,0.5541380319054912,0.8044390760656991,0.4662938971045089,-0.1841420830810727,0.2441515668708385,0.0900272986827287,1.9855741241031457e-15,17.592496054248183,0
36,0.95,4,144,1,1,1000,broad_xyz,22.359644512058757,False,-0.1072924181892611,0.5624162469447348,0.5467043801825852,0.7199303453480054,0.2133076476565095,-0.0847392354943896,0.2442691797212709,0.0886738722636837,1.9855741241031457e-15,17.592496054248183,0
37,1.0,4,144,1,1,1000,broad_xyz,22.359644512058757,False,-0.1126399594194221,0.4773116069022263,0.590523529903462,0.5450772537590942,0.0102405835367699,0.0618988053757652,0.2844938226503659,0.089716838308721,1.9855741241031457e-15,17.592496054248183,0
38,0.05,4,144,1,1,1001,broad_xyz,22.359644512058757,False,-0.542704828199045,0.1455187838721366,-0.5038023029601955,-0.1954492111658837,0.0018795975969565,-0.3818116796812444,0.0004156564949553,9.501789130219312e-05,1.9855741241031457e-15,17.592496054248183,1
39,0.075,4,144,1,1,1001,broad_xyz,22.359644512058757,False,-0.5179003575458776,0.1667194613504401,-0.4723353886534955,-0.1339009050770596,0.0895754914167567,-0.3293356274478801,0.0010303066567392,0.0002370210336287,1.9855741241031457e-15,17.592496054248183,1
40,0.1,4,144,1,1,1001,broad_xyz,22.359644512058757,False,-0.4856069876206073,0.1860633032812286,-0.4348923897440772,-0.0596940444305793,0.1916469213534475,-0.2724384974939487,0.0020139149623895,0.0004775186453678,1.9855741241031457e-15,17.592496054248183,1
41,0.125,4,144,1,1,1001,broad_xyz,22.359644512058757,False,-0.4329781237338275,0.2015255778098512,-0.3896390801346311,0.0258345792315826,0.2985118947599396,-0.2139473430395553,0.00344858742004,0.0008569263324083,1.9855741241031457e-15,17.592496054248183,1
42,0.15,4,144,1,1,1001,broad_xyz,22.359644512058757,False,-0.3561635397814527,0.2119924784279177,-0.3322310469063399,0.1272120979309643,0.4087636586634466,-0.1517866197785212,0.0055896316463351,0.0014432932530061,1.9855741241031457e-15,17.592496054248183,1
43,0.1625,4,144,1,1,1001,broad_xyz,22.359644512058757,False,-0.3077037931989989,0.2131986095618784,-0.3006867839973901,0.1783420591276737,0.453959647313445,-0.122001068056104,0.0069511374028886,0.0018343212256567,1.9855741241031457e-15,17.592496054248183,1
44,0.175,4,144,1,1,1001,broad_xyz,22.359644512058757,False,-0.2548577170332968,0.2133191485913202,-0.2659393493525858,0.230682547766462,0.489146230317656,-0.0917055071061055,0.0085199406132432,0.0023095815865601,1.9855741241031457e-15,17.592496054248183,1
45,0.1875,4,144,1,1,1001,broad_xyz,22.359644512058757,False,-0.2002821312811347,0.2133264828634087,-0.2244047560040231,0.2875985997423536,0.5103908335553711,-0.0571740915991497,0.0103081349379475,0.0028975539431778,1.9855741241031457e-15,17.592496054248183,1
46,0.2,4,144,1,1,1001,broad_xyz,22.359644512058757,False,-0.1447230290612776,0.2120491093527436,-0.1822745607241038,0.3394308040971633,0.5039684105850146,-0.0243286905469323,0.0123256330681678,0.0035962226478968,1.9855741241031457e-15,17.592496054248183,1
47,0.2125,4,144,1,1,1001,broad_xyz,22.359644512058757,False,-0.0948048130736762,0.2102741471566736,-0.1353148041377668,0.387642313248545,0.4623923803983122,0.0112944096140477,0.0146321859706018,0.0044328232240845,1.9855741241031457e-15,17.592496054248183,1
48,0.225,4,144,1,1,1001,broad_xyz,22.359644512058757,False,-0.0491124188681184,0.2087869853125321,-0.0873059481165143,0.4278072430799563,0.3812047134895597,0.0465040765625345,0.0173487085856836,0.0054140534393179,1.9855741241031457e-15,17.592496054248183,1
49,0.2375,4,144,1,1,1001,broad_xyz,22.359644512058757,False,-0.007103970695753,0.2079286052101508,-0.0400062849322153,0.4587478209877815,0.2664048525307941,0.0795972465417204,0.0203585838438698,0.0065507406708221,1.9855741241031457e-15,17.592496054248183,1
50,0.25,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.0309581735884607,0.2094709820429808,0.0073325666320104,0.480617255483768,0.1295862260420757,0.1113899485628175,0.0239566493089529,0.0078616540223359,1.9855741241031457e-15,17.592496054248183,1
51,0.27,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.0868906690032639,0.2110364586671074,0.0725688356948389,0.4913710806658966,-0.0985285466131404,0.1498154697770526,0.0305025961544137,0.0102923462079153,1.9855741241031457e-15,17.592496054248183,1
52,0.29,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.1358528314922154,0.2158609476376625,0.129409052015218,0.4800830432870023,-0.2893584255014353,0.1756563546430656,0.0378573073471325,0.0131787523057245,1.9855741241031457e-15,17.592496054248183,1
53,0.31,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.1752970412380405,0.2184023183296531,0.1735525904585115,0.4481187430541972,-0.4117545980994636,0.1835555680886564,0.0464823886325873,0.0164759104724953,1.9855741241031457e-15,17.592496054248183,1
54,0.33,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.204516825196513,0.2218001767137689,0.2092527829736918,0.4016327521186196,-0.4660390886975101,0.1738707535143795,0.0559896314143892,0.0201597140473412,1.9855741241031457e-15,17.592496054248183,1
55,0.35,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.2249675839060137,0.2261390700454496,0.2371316148406892,0.3450961063665212,-0.4721120637654876,0.144101171087617,0.0658900848054873,0.0241629021953906,1.9855741241031457e-15,17.592496054248183,1
56,0.37,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.238021496877871,0.2290230306233269,0.25499095719861,0.2830580342446696,-0.4567614571662959,0.0909098126990949,0.0764583242229682,0.0283306422795468,1.9855741241031457e-15,17.592496054248183,1
57,0.39,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.246869778295891,0.2336624329917438,0.2686267011180143,0.221277199829768,-0.4366011446430491,0.0198113746040193,0.0869010237501312,0.0326159651290014,1.9855741241031457e-15,17.592496054248183,1
58,0.41,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.2548478739289266,0.2406784748466461,0.2830211496770952,0.1607504517592633,-0.4247864945659166,-0.0582440510529558,0.0966050274355729,0.0369907209449213,1.9855741241031457e-15,17.592496054248183,1
59,0.43,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.2640909353431534,0.2468017098921233,0.2974587965696369,0.1041643049144857,-0.4334992952661718,-0.1322817254504224,0.1051437583975268,0.0413492750956092,1.9855741241031457e-15,17.592496054248183,1
60,0.45,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.2787712327700081,0.2548116051329654,0.3149213819667311,0.0527629858857129,-0.4657753649832565,-0.1890467633311568,0.1121321075035045,0.0456166707337968,1.9855741241031457e-15,17.592496054248183,1
61,0.5,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.3356222811276471,0.3011289641970542,0.4553518989739495,-0.0563130818618475,-0.6076945834825356,-0.1309695280553469,0.121014592496866,0.0572229177504181,1.9855741241031457e-15,17.592496054248183,1
62,0.55,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.365549211783677,0.4131771991829673,0.7378623062121682,-0.1379703268603098,-0.6348747078755987,0.2130072731575014,0.1197239080623822,0.0695777215669508,1.9855741241031457e-15,17.592496054248183,1
63,0.6,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.340555700902605,0.4494291917881336,0.8850897909761791,-0.1101515590693019,-0.45473220909557,0.5255653915685051,0.1430577518735707,0.0805376046406374,1.9855741241031457e-15,17.592496054248183,1
64,0.6499999999999999,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.2802378736257769,0.4124606511007699,0.8188232766003058,0.0351775985528817,-0.2848416651064311,0.5538454398466852,0.1968066764878919,0.0893383536629136,1.9855741241031457e-15,17.592496054248183,1
65,0.7,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.2337100467039853,0.4046544508065354,0.7343795350370059,0.203393706693406,-0.165785742187431,0.4763263202417411,0.2446681931551685,0.0951686153588417,1.9855741241031457e-15,17.592496054248183,1
66,0.725,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.2147335043018505,0.4170959524301972,0.6998871995640155,0.2821951986874342,-0.0742347510495512,0.4304462374087493,0.2644930715905298,0.0967165586980791,1.9855741241031457e-15,17.592496054248183,1
67,0.75,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.195103776353587,0.4376762657483151,0.6662573040395832,0.3560804529504095,0.0555594258588614,0.3835512056152073,0.2799984086109232,0.0971369385789588,1.9855741241031457e-15,17.592496054248183,1
68,0.775,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.1764977489559228,0.4629721478368813,0.6293462206170021,0.4248758767697667,0.1905564606350618,0.3355886335907319,0.2916295068124872,0.09634671956573,1.9855741241031457e-15,17.592496054248183,1
69,0.8,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.159277311347842,0.4880500209208062,0.588284569041397,0.4858842886515629,0.2999359459920072,0.288776474308641,0.3002612220025916,0.0945490437503194,1.9855741241031457e-15,17.592496054248183,1
70,0.825,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.1439348666988228,0.5058981743622687,0.5478173893342515,0.5330876383892499,0.3810250254035632,0.2507030385352057,0.3070538417123811,0.0923563793620385,1.9855741241031457e-15,17.592496054248183,1
71,0.85,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.1250115863356442,0.5079345778121157,0.5237444150947302,0.5554723256584272,0.4250692698527629,0.2379320993534336,0.3132315277482478,0.0910453130865844,1.9855741241031457e-15,17.592496054248183,1
72,0.875,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.0915246532570061,0.4905266935497545,0.5305386841938365,0.5462430615261625,0.4198708878085314,0.2611267986454967,0.3198074388983976,0.0920407924753762,1.9855741241031457e-15,17.592496054248183,1
73,0.9,4,144,1,1,1001,broad_xyz,22.359644512058757,False,0.0397729706128561,0.4595676224113446,0.5595357961698707,0.5121395680890998,0.3536739827880335,0.3035681869128911,0.3273178776704676,0.0956906765420258,1.9855741241031457e-15,17.592496054248183,1
74,0.95,4,144,1,1,1001,broad_xyz,22.359644512058757,False,-0.0867657594465477,0.3952462585636385,0.623928141437751,0.4101897907372913,0.0884697776100512,0.3543298123692625,0.3887555193828315,0.1089617713849792,1.9855741241031457e-15,17.592496054248183,1
75,1.0,4,144,1,1,1001,broad_xyz,22.359644512058757,False,-0.1718773975338823,0.3658421455731289,0.6550513746495549,0.2835785007056296,-0.2192857780931672,0.3094024553808097,0.4564744979076501,0.1254528565781859,1.9855741241031457e-15,17.592496054248183,1
76,0.05,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.7720130548625486,0.3121817444476256,0.4487533969608977,-0.2713951554908658,-0.2459412255518246,0.5656422240778786,0.0004066909884908,5.267392933955598e-05,1.9855741241031457e-15,17.592496054248183,2
77,0.075,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.7465142148799533,0.3236454194638746,0.4333348339576198,-0.2838723390622369,-0.2615718168532879,0.5767513145968504,0.0009341169481805,0.0001249454542475,1.9855741241031457e-15,17.592496054248183,2
78,0.1,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.7110207415381518,0.3354115680833881,0.4140624982915218,-0.300359657963148,-0.282854979040835,0.5863894869107322,0.001706528576001,0.0002363157282066,1.9855741241031457e-15,17.592496054248183,2
79,0.125,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.6542494168804243,0.3470845061826038,0.3915495378804512,-0.322316284713276,-0.3125430781311369,0.595312138924114,0.0027522110619324,0.0003951405556356,1.9855741241031457e-15,17.592496054248183,2
80,0.15,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.5604892970114169,0.3604441175008592,0.366370529504045,-0.3505431660379036,-0.3523775447355147,0.6044416120804271,0.0040940107365737,0.0006113922682661,1.9855741241031457e-15,17.592496054248183,2
81,0.1625,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.4953397551236957,0.3685212717084489,0.3529770713029959,-0.366601076471783,-0.3757959497234491,0.6091281837880451,0.0048766097512241,0.0007448317579119,1.9855741241031457e-15,17.592496054248183,2
82,0.175,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.4192109337226753,0.377975506173874,0.3392145094324424,-0.3836137063872497,-0.4010482967447648,0.6138845055174708,0.0057275430198137,0.0008978909094577,1.9855741241031457e-15,17.592496054248183,2
83,0.1875,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.3322507233125562,0.3862558252004897,0.3246267531078428,-0.399854087675594,-0.4268913709754758,0.6179054449060987,0.0066353328511695,0.0010681887674648,1.9855741241031457e-15,17.592496054248183,2
84,0.2,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.245906959387246,0.3936482033661291,0.3132368714062163,-0.4172229733473491,-0.4544975137994603,0.6247265247808957,0.0076901702119024,0.0012611517307564,1.9855741241031457e-15,17.592496054248183,2
85,0.2125,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.1652160221670753,0.3997356101876649,0.3008926969044237,-0.4327081870306727,-0.4806128058559445,0.6298094236812328,0.0088562609821072,0.0014725584667792,1.9855741241031457e-15,17.592496054248183,2
86,0.225,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.0987563491996823,0.4049098104540666,0.2889654970562788,-0.4469375196264938,-0.5042905568566021,0.6345453410933515,0.0100797156952428,0.0017029948267598,1.9855741241031457e-15,17.592496054248183,2
87,0.2375,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.0549290625508475,0.4075864214646478,0.2797080371304181,-0.4599282622950489,-0.5240018655523793,0.6396634600636718,0.011328567110443,0.0019541348892391,1.9855741241031457e-15,17.592496054248183,2
88,0.25,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.036260194081382,0.4079255490210906,0.2706123306403678,-0.4697105970491611,-0.5345494487594803,0.6417337967915969,0.0125581942239813,0.0022227436379241,1.9855741241031457e-15,17.592496054248183,2
89,0.27,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.0543609232523306,0.3996881840450329,0.2600794784070154,-0.4765297215085605,-0.5208160508367076,0.6379744705164466,0.0143402692480708,0.0026815015080572,1.9855741241031457e-15,17.592496054248183,2
90,0.29,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.1090782908284929,0.3746791236505431,0.2668959166866725,-0.4724672765324514,-0.4832548881713777,0.626120030360687,0.0159357168513276,0.0031859270295188,1.9855741241031457e-15,17.592496054248183,2
91,0.31,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.1782973141656233,0.3417031331649261,0.2724930470046465,-0.453709334684319,-0.4288955001980967,0.5937541775475131,0.0179183489440384,0.0037206060362704,1.9855741241031457e-15,17.592496054248183,2
92,0.33,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.2443298099676267,0.3025554745759383,0.2764061887584105,-0.4209448000655273,-0.3757062551596138,0.5401492003939135,0.0195065113147883,0.004290607353187,1.9855741241031457e-15,17.592496054248183,2
93,0.35,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.2987343804267702,0.2649089492611599,0.2807173130867525,-0.3827981450385112,-0.3413022645050597,0.4729663465602879,0.020631414425975,0.0049330452733752,1.9855741241031457e-15,17.592496054248183,2
94,0.37,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.3377423288436404,0.2330540837958329,0.2877595151632497,-0.3450527949251052,-0.3344706795141723,0.4017744284765911,0.0214233408110459,0.0056687302859425,1.9855741241031457e-15,17.592496054248183,2
95,0.39,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.3678463551833512,0.211531967071757,0.2996456102540075,-0.3123598215607198,-0.3485709230391134,0.3359605920534583,0.0232585908927843,0.0065193417056621,1.9855741241031457e-15,17.592496054248183,2
96,0.41,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.392133293952252,0.2011852149769353,0.3161764120935545,-0.285900558328004,-0.3705439104053822,0.2805138827839342,0.0249525675832932,0.0074971834564029,1.9855741241031457e-15,17.592496054248183,2
97,0.43,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.4172595770858754,0.2041508570428729,0.3363498181089809,-0.2639758393604888,-0.3882164677498529,0.2360917633714865,0.0296546579529613,0.0086228181576093,1.9855741241031457e-15,17.592496054248183,2
98,0.45,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.4404268717284434,0.2153626860180516,0.3567432417219206,-0.2412221076999427,-0.3891254058774802,0.199596481771298,0.0346414654401794,0.0098800993516998,1.9855741241031457e-15,17.592496054248183,2
99,0.5,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.4827594928122297,0.2685099417503966,0.4023763602579122,-0.160751896861297,-0.2993762272775821,0.1268760594510199,0.0477177044490197,0.0135984173924994,1.9855741241031457e-15,17.592496054248183,2
100,0.55,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.5214236803123767,0.3286149957578086,0.4363547871656436,-0.0404190694870398,-0.0963647755403896,0.0430208356486728,0.0602360753666168,0.0181494520833511,1.9855741241031457e-15,17.592496054248183,2
101,0.6,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.4863479602508096,0.3951361002999998,0.4693190685847673,0.0994793218251274,0.1482714454467228,-0.0147593683277015,0.0704344926134426,0.0237362578780469,1.9855741241031457e-15,17.592496054248183,2
102,0.6499999999999999,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.3613485284200156,0.4476478855200997,0.5037727023716135,0.2147400319690156,0.2162783152664077,-0.0048627644902454,0.0831293584783257,0.030661917198599,1.9855741241031457e-15,17.592496054248183,2
103,0.7,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.3565889242563464,0.4634519947706761,0.5000965346243977,0.3287350943168676,0.0790350967469959,0.0101120344273808,0.1220037670339331,0.0384862081892755,1.9855741241031457e-15,17.592496054248183,2
104,0.725,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.3698292496389987,0.4627131738551042,0.485987876522127,0.3874425691427081,-0.0237857569731258,0.0072330912055153,0.1418503602302228,0.0425478294361328,1.9855741241031457e-15,17.592496054248183,2
105,0.75,4,144,1,1,1002,broad_xyz,22.359644512058757,False,0.3797734028456871,0.4616745323801458,0.4687940386095449,0.4424334944961404,-0.1146885392799709,-0.0005426434883703,0.1607122449385199,0.0466145329913159,1.9855741241031457e-15,17.592496054248183,2
