t,h,hD,h_over_R,J_AB,J_BC,J_AC,J_CD,comm_max,J_tot,J_rho_exp,eta,I3,I3_minus,S_ABC,S_L,P_pair,N_pair_sum,N_tri_geom,N_tri_min,theta,phi,sign_label,sign_AB,sign_BC,sign_AC,J_tri_norm,J_tot_analytic
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.7692311811495572,0.566501749642291,1.4447695863353018,0.34641016151377546,4.009296023732013,1.2990381056766578,0.189802561648898,0.1461100800811624,-0.002057708951944591,0.002057708951944591,0.04145487845009541,0.008933047527669213,2.516996986828747,0.4072255410368812,0.4388478702513748,0.35595123610149687,0.4096413319568203,0.7440614179554773,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.7119940969357613,0.6187454120345998,1.452659120721294,0.34641016151377546,3.962691596694953,1.2990381056766578,0.1920404116950853,0.1478327778499254,0.0018823207274451387,0.0,0.04145797181481829,0.008933834226649395,2.515135382771537,0.4063234791509427,0.4376656465047937,0.3528507648169239,0.4096413319568203,0.8267349088394192,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.6492086739862338,0.6672826571115313,1.460569051136991,0.34641016151377546,3.933340639421688,1.2990381056766578,0.1944820535012508,0.1497123545886645,0.0061078857656300944,0.0,0.04146126109722342,0.008934670764567776,2.512169009940269,0.40637285023613934,0.4362820861705904,0.34949254249991485,0.4096413319568203,0.9094083997233612,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.581162292548124,0.7116280876369088,1.4682764911985904,0.34641016151377546,3.9966864198134493,1.2990381056766576,0.19701766981380056,0.15166427293614745,0.010518453736961017,0.0,0.04146442488033296,0.008935475398347048,2.5080513981696413,0.40726065209264206,0.4347101735208649,0.3459094736191174,0.4096413319568203,0.992081890607303,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.5082266599444907,0.7512964896936991,1.475553877937228,0.34641016151377546,4.055888801820138,1.2990381056766578,0.19951086558123704,0.15358353593277663,0.014974523667419082,0.0,0.04146715837661402,0.008936170609165184,2.5026093740282933,0.4088570500689833,0.4329510770971937,0.3421093720174218,0.4096413319568203,1.074755381491245,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.4308640862976869,0.7858169417506361,1.4821767348047723,0.34641016151377546,4.109274490081327,1.2990381056766578,0.20180269297454828,0.15534778548272915,0.01929685086833667,0.0,0.04146918794115541,0.008936686795058879,2.4955445912432888,0.41104131135362043,0.43099408008185547,0.3380774321151028,0.4096413319568203,1.1574288723751869,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.3496296265953369,0.8147490474270342,1.4879324964270204,0.34641016151377546,4.155304410658842,1.2990381056766578,0.20371493793862344,0.15681983234241623,0.023267508683048783,0.0,0.04147028399180159,0.008936965559465437,2.486460293850374,0.4137041504242209,0.42881978386187797,0.33378460330187204,0.4096413319568203,1.2401023632591288,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.2651681624475309,0.8377003143907912,1.4926299035239008,0.34641016151377546,4.192626274036979,1.2990381056766578,0.2050532789095754,0.1578500877022117,0.026629910322161846,0.0,0.04147027189210602,0.008936962482076538,2.474911134911785,0.4167382174151057,0.4264068706951355,0.3292018271041991,0.4096413319568203,1.3227758541430708,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.1782058710124077,0.8543433895658994,1.4961082982998786,0.34641016151377546,4.2201251172471475,1.2990381056766576,0.205611720455446,0.1582799762046585,0.0290784401217224,0.0,0.041469040510037365,0.008936649298234123,2.4604619809989487,0.4200262698371906,0.42374221074359475,0.3243192450614721,0.4096413319568203,1.4054493450270127,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.08953606269653547,0.8644316676318162,1.4982460363612111,0.34641016151377546,4.236968227501926,1.2990381056766578,0.20518001010371392,0.15794764542094586,0.030207399565288923,0.0,0.041466548261804154,0.008936015437674194,2.4427151899643347,0.42343495096095907,0.42083663535825744,0.3191734224827209,0.4096413319568203,1.4881228359109546,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,6.642268232064458e-17,0.8678117787677643,1.4989672166635029,0.34641016151377546,4.242640687119284,1.2990381056766578,0.20355528059530215,0.15669692806222335,0.029598404718371725,0.0,0.041462826472688515,0.008935068879369568,2.4214708150658386,0.42682191138373526,0.4177210169457677,0.31383894641702753,0.4096413319568203,1.5707963267948966,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.1461997695150754,0.0,1.2985476842856358,0.34641016151377546,4.242640687119284,1.2990381056766576,0.17672376084258984,0.13604201452622977,-0.024519334927757028,0.024519334927757028,0.041408811916328184,0.008921333426282874,2.4925040485789203,0.4435619049036667,0.4432850752425163,0.3918481413092793,0.48705166494602536,0.0,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.1428994411794247,0.07576267819183063,1.2992462753246437,0.34641016151377546,4.238579962624182,1.2990381056766578,0.17617269629742444,0.1356178048415736,-0.02380943623291728,0.02380943623291728,0.041396530596487104,0.008918210912621682,2.50860605025746,0.4375279803351909,0.4451595800049259,0.3940184818781545,0.48705166494602536,0.08267349088394192,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.1329892051258745,0.15124996762696236,1.3013296693617191,0.34641016151377546,4.226433565520349,1.2990381056766576,0.17523416709651615,0.134895324725858,-0.02284569925888761,0.02284569925888761,0.04138668092569916,0.008915706783708122,2.522890330332265,0.43107171073334777,0.44672616986949304,0.3953090897261737,0.48705166494602536,0.16534698176788384,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.1164424853353707,0.22617730735748784,1.304760515410662,0.34641016151377546,4.206312274881537,1.2990381056766576,0.17411682682007648,0.13403519578001952,-0.021595617361261824,0.021595617361261824,0.04137940419450224,0.008913856865774727,2.5352633832180453,0.4243164684305358,0.4479723136919154,0.39577474773284893,0.48705166494602536,0.24802047265182575,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.0932189350822226,0.3002420275675706,1.3094758817404026,0.34641016151377546,4.178412180397319,1.2990381056766578,0.17303213440996057,0.133200199173395,-0.020018831184522946,0.020018831184522946,0.04137473528438131,0.008912669953822117,2.5456775342004683,0.41742897746632723,0.44888921463511655,0.39548506220248636,0.48705166494602536,0.3306939635357677,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.0632704285094234,0.3731149216683108,1.3153863505015695,0.34641016151377546,4.143031683606909,1.2990381056766578,0.172182800226704,0.13254638141428152,-0.018070269576842296,0.018070269576842296,0.04137260075056318,0.008912127330389152,2.554139230280019,0.41065203560556046,0.44947413685099874,0.3945227642584659,0.48705166494602536,0.4133674544197096,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688774,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.0265495609768478,0.44443267278872545,1.3223749839648775,0.34641016151377546,4.10059478565576,1.2990381056766576,0.1717497757900048,0.13221303904748957,-0.01570409842562169,0.01570409842562169,0.04137282152249623,0.008912183452921552,2.5607169055814785,0.40434385081410623,0.44973263204590475,0.39298243102800895,0.48705166494602536,0.4960409453036515,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.9830206969336822,0.5137915800928623,1.3302964036731426,0.34641016151377546,4.051679808839054,1.2990381056766576,0.17187899533195866,0.13231251229726507,-0.01287890886734036,0.01287890886734036,0.04137512035958821,0.008912767845063119,2.5655411533928127,0.3989702682750793,0.44967975149297973,0.390968197333567,0.48705166494602536,0.5787144361875934,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.9326735093589023,0.5807431446400326,1.3389762973606947,0.34641016151377546,3.997051963600377,1.2990381056766578,0.17266973627932333,0.1329212249623587,-0.00956452001285469,0.00956452001285469,0.04137913401830894,0.008913788181880045,2.5687906215589296,0.3949603919068037,0.4493394370736648,0.3885891252624923,0.48705166494602536,0.6613879270715354,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.875538782558154,0.6447921825759199,1.3482117346787805,0.34641016151377546,3.9376970741454813,1.2990381056766576,0.17416663665400617,0.1340735394080563,-0.005750503561466447,0.005750503561466447,0.04138442981487589,0.008915134490576127,2.5706595983545846,0.3924962591273082,0.44874157276157806,0.38595139742054263,0.48705166494602536,0.7440614179554773,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.8117059917146885,0.7053982054850829,1.3577727183563892,0.34641016151377546,3.8748522849510723,1.2990381056766578,0.1763567740533695,0.1357595079641692,-0.0014560674770275686,0.0014560674770275686,0.0413905259286755,0.008916684302340716,2.5713077636859265,0.39149965270564857,0.4479166847425152,0.38314744474260515,0.48705166494602536,0.8267349088394192,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.7413418331551751,0.7619808053676872,1.3674054039184338,0.34641016151377546,3.83438048692155,1.2990381056766576,0.1791718241071833,0.13792653450597145,0.003259666117002298,0.0,0.04139691444007083,0.008918308501541516,2.5707985331831624,0.39179525017314715,0.44688897762624374,0.38024340049016137,0.48705166494602536,0.9094083997233612,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.6647084855011917,0.8139296620557491,1.3768373667679585,0.34641016151377546,3.9177768920417444,1.2990381056766578,0.1824937000637971,0.1404837158096588,0.008288512289488258,0.0,0.041403085809864314,0.008919877545104149,2.56903844738328,0.3932199827174479,0.4456691416268265,0.3772675558874484,0.48705166494602536,0.992081890607303,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.5821799887442677,0.8606195156335523,1.3857851601227347,0.34641016151377546,3.9957976380485465,1.2990381056766576,0.18616101353921624,0.14330681503930678,0.01346696070931859,0.0,0.041408553366864734,0.008921267688331791,2.5657340518572953,0.39563891784579913,0.4442489049285519,0.3742032731036152,0.48705166494602536,1.074755381491245,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.49425482061437476,0.901429995983358,1.393964179827048,0.34641016151377546,4.066235732688983,1.2990381056766578,0.18997382404470692,0.14624191793492555,0.018574146119431353,0.0,0.04141287642722384,0.008922366867001985,2.560382537577908,0.39892834897455465,0.4425993645208351,0.37098962023234533,0.48705166494602536,1.1574288723751869,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.40156263344936427,0.9357695921571093,1.4011005395086138,0.34641016151377546,4.1270430950625245,1.2990381056766578,0.193695608950542,0.14910694929125856,0.023334034975218722,0.0,0.04141568091924123,0.00892307994828534,2.552306841002646,0.40295843389666514,0.4406745766207584,0.36753170254426776,0.48705166494602536,1.2401023632591288,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.30486329532460565,0.9631023422360061,1.4069442951102726,0.34641016151377546,4.176403982732386,1.299038105676658,0.19705372791232312,0.15169203047333202,0.02741887489913017,0.0,0.0414166767548155,0.008923333155831048,2.5407349375818784,0.40758063079087403,0.43842084679812393,0.3637206599680564,0.48705166494602536,1.3227758541430708,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688776,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.20503692639872384,0.982975149418411,1.4112830029582357,0.34641016151377546,4.212808938567921,1.2990381056766576,0.19974190921220897,0.1537613934028249,0.030443322374735925,0.0,0.04141567154698191,0.008923077565240467,2.5249055039145825,0.41261896844142776,0.43579107878786527,0.35946155274835867,0.48705166494602536,1.4054493450270127,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.10306453159366206,0.9950431394460758,1.413954331995442,0.34641016151377546,4.235122927845693,1.2990381056766578,0.201429286435767,0.15506033699515243,0.03191117819359067,0.0,0.04141258049515849,0.008922291622730283,2.504145082290696,0.41786895497832566,0.432765800646874,0.3547113470756197,0.48705166494602536,1.4881228359109546,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,7.647079803774878e-17,0.9990903250274707,1.4148563610616107,0.34641016151377546,4.242640687119285,1.2990381056766578,0.20177943519303385,0.15532988163417166,0.031299300679299605,0.0,0.04140743228214523,0.008920982645946651,2.478077068884995,0.42311497350566113,0.4293574317301251,0.349485509149918,0.48705166494602536,1.5707963267948966,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.2572456127289737,0.0,1.1913578258750588,0.34641016151377546,4.242640687119285,1.2990381056766576,0.17609708757147308,0.13555960121719882,-0.026778484759143115,0.026778484759143115,0.04132882254129279,0.00890099969283975,2.4906131880639446,0.4479573396651637,0.44456350666415334,0.4147598267426153,0.5644619979352304,0.0,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.253762611057456,0.08311178552373012,1.1921290811910625,0.34641016151377546,4.2377534834676664,1.2990381056766576,0.1739091989366073,0.13387536376080325,-0.026228687607518023,0.026228687607518023,0.04131257010639504,0.008896869243284922,2.5092645560952804,0.440848537721535,0.446751910112274,0.41656647555836135,0.5644619979352304,0.08267349088394192,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.243296996068614,0.16597565939314074,1.1944306844918935,0.34641016151377546,4.223116442028809,1.299038105676658,0.1711212579177421,0.13172920576383437,-0.025460747932342057,0.025460747932342057,0.04129976970365683,0.008893616344718414,2.526560667096228,0.4330202028652258,0.44872329740416406,0.41751957630233943,0.5644619979352304,0.16534698176788384,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.225800249767658,0.24833182496391804,1.1982257935713272,0.34641016151377546,4.198807905615657,1.2990381056766576,0.1680022391061158,0.1293281839631678,-0.024429089848755803,0.024429089848755803,0.04129061817767443,0.008891290845386424,2.5423210723276464,0.4245740308338145,0.4504435832698095,0.41768474799035704,0.5644619979352304,0.24802047265182575,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.2011959384088953,0.32989686921832584,1.203451857462491,0.34641016151377546,4.164973989604218,1.2990381056766578,0.16484081738162287,0.12689452038495722,-0.023078266932512956,0.023078266932512956,0.04128516731735561,0.008889905775571028,2.556369573408279,0.4156968135947594,0.4518781782291464,0.4171391797222864,0.5644619979352304,0.3306939635357677,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.1693865444245801,0.4103523969293639,1.2100190164014224,0.34641016151377546,4.12185218827725,1.2990381056766578,0.16193348447321493,0.12465645446856631,-0.0213457252162998,0.0213457252162998,0.04128332017480068,0.008889436423236474,2.5685657469007763,0.40675498834572865,0.4529979498859521,0.4159727082061305,0.5644619979352304,0.4133674544197096,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688776,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.130263368459855,0.48933435743891035,1.2178081148307522,0.34641016151377546,4.069804825759964,1.2990381056766578,0.15956826170639402,0.122835705133743,-0.019165384208038663,0.019165384208038663,0.04128483298282275,0.008889820822032046,2.5788377677124625,0.3984127009147052,0.4537848169224198,0.4142896327740965,0.5644619979352304,0.4960409453036515,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.0837197463939896,0.5664235581350816,1.226668604010611,0.34641016151377546,4.009362307990831,1.2990381056766578,0.1580042306244899,0.12163171344553196,-0.01647279541959422,0.01647279541959422,0.041289323198445485,0.008890961786219398,2.5872045287851972,0.3915334511037242,0.45423560012586167,0.41220893964905325,0.5644619979352304,0.5787144361875934,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688774,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.0296677548203743,0.6411380658595724,1.2364167158320918,0.34641016151377546,3.9412754132431647,1.2990381056766578,0.15744908006725694,0.12120435834731967,-0.013212656035477041,0.013212656035477041,0.04129628405489495,0.008892730591850029,2.5937754166294615,0.38664841620981155,0.4543628826868041,0.4098605795014929,0.5644619979352304,0.6613879270715354,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.9680583898187677,0.7129284212955058,1.246834399593864,0.34641016151377546,3.866574504216177,1.2990381056766576,0.1580388903892209,0.12165839454486196,-0.009349172131905024,0.009349172131905024,0.04130510565647592,0.008894972316478955,2.5987192185729997,0.38370188483181833,0.45419198294093294,0.40737605511184377,0.5644619979352304,0.7440614179554773,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.8989048702811374,0.7811767916836994,1.257669612545208,0.34641016151377546,3.7866313420781497,1.2990381056766576,0.15982504478181678,0.12303337683736791,-0.004879127967893443,0.004879127967893443,0.04131510210921677,0.0088975127127785,2.602200214931495,0.38244046444388147,0.4537538526800212,0.40487302152340543,0.5644619979352304,0.8267349088394192,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.8223082255917384,0.8452013038709937,1.2686386160207084,0.34641016151377546,3.7340132689567396,1.2990381056766578,0.1627712932219659,0.12530139994406073,0.00015344004467155586,0.0,0.04132554351929663,0.008900166323527081,2.6042892835678924,0.3826919220730283,0.4530748172679734,0.4024357981611062,0.5644619979352304,0.9094083997233612,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.7384836958954897,0.9042667547423973,1.279430915354241,0.34641016151377546,3.8376882345207806,1.2990381056766576,0.16675996580228009,0.12837188152799897,0.005643104458782883,0.0,0.04133569105035248,0.008902745381631605,2.604868754134178,0.3843719338418649,0.45216536136873026,0.4000960750132001,0.5644619979352304,0.992081890607303,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.6477857680095452,0.9576026051688515,1.2897173524994194,0.34641016151377546,3.934747970656532,1.2990381056766576,0.17160236848596677,0.13209956485193372,0.011412237630275268,0.0,0.041344832788912156,0.00890506892494114,2.60355786385077,0.38741929484050186,0.45101114906543105,0.3978196281440064,0.5644619979352304,1.074755381491245,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.5507290193480021,1.0044285599110454,1.299161581668351,0.34641016151377546,4.022460103405368,1.2990381056766578,0.17704712394972233,0.13629093956216165,0.017206060081200805,0.0,0.04135231808334734,0.00890697153227371,2.5996865444422474,0.39173874930258457,0.44956957369232214,0.39550449463030973,0.5644619979352304,1.1574288723751869,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.4480015325743182,1.0439871056271788,1.307434721160199,0.34641016151377546,4.098263993554633,1.2990381056766576,0.1827827284052084,0.14070620993061514,0.02269445453931243,0.0,0.04135758835801198,0.00890831117060964,2.5923363917480833,0.3971686413374049,0.44777408043936673,0.3929935155204274,0.5644619979352304,1.2401023632591288,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.3404676891380734,1.075581199486213,1.3142324132225547,0.34641016151377546,4.15986664641042,1.2990381056766578,0.18843574948897834,0.14505790758988074,0.02747788578322547,0.0,0.04136020306552674,0.008908975810051678,2.5804499768920808,0.40347663853338145,0.4455466045403703,0.39010044545236855,0.5644619979352304,1.3227758541430708,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.2291578285983513,1.098614063150846,1.3192929279880483,0.34641016151377546,4.20534423532159,1.2990381056766578,0.19357127672303415,0.14901123829789775,0.031086078471459375,0.0,0.04135986017956693,0.008908888650458247,2.5629846723739815,0.41037450607339426,0.4428165690756338,0.3866459480545599,0.5644619979352304,1.4054493450270127,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,0.11524363047647027,1.1126270317957005,1.3224144561188416,0.34641016151377546,4.233239118430189,1.2990381056766578,0.1977046295059284,0.15219309475371068,0.03292472769501903,0.0,0.04135641114395211,0.008908011934318338,2.5390402520994524,0.4175417032737938,0.4395464621856944,0.38250368069518415,0.5644619979352304,1.4881228359109546,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,8.552098640446909e-17,1.1173309589542015,1.3234695040545827,0.34641016151377546,4.242640687119284,1.2990381056766576,0.20033119920907788,0.15421502905392226,0.03233356517911162,0.0,0.04134987027551312,0.008906349342106434,2.508089032294228,0.4246641172215746,0.4357444053050825,0.37762234565692354,0.5644619979352304,1.5707963267948966,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.3507100782766968,0.0,1.0842427239514958,0.34641016151377546,4.242640687119285,1.2990381056766578,0.17838128342641368,0.1373179760061745,-0.028046625264796995,0.028046625264796995,0.04124148123797085,0.00887880647740047,2.464357779936622,0.45419798661433786,0.4415234034103601,0.4134129428323124,0.6418723309244355,0.0,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.347102679898603,0.08929928841612583,1.085052997276343,0.34641016151377546,4.236998208936397,1.2990381056766578,0.17464424272296256,0.13444120073136104,-0.02768319786567113,0.02768319786567113,0.041220963734588785,0.008873594456407119,2.4853256167032716,0.44649292065324353,0.44409678461142305,0.4180941008739159,0.6418723309244355,0.08267349088394192,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.3362567957690958,0.17838545697258437,1.0874724844802237,0.34641016151377546,4.220079593140879,1.2990381056766576,0.17003344711007148,0.13089180861365307,-0.027145788685304463,0.027145788685304463,0.04120502156077679,0.00886954507249016,2.505791119075288,0.43772880839787254,0.44659602189458486,0.42371399296978784,0.6418723309244355,0.16534698176788384,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.3181027165159342,0.26703115221614815,1.091466716148244,0.34641016151377546,4.1919167671217785,1.299038105676658,0.1648611983580503,0.12691020966792615,-0.026377014758521486,0.026377014758521486,0.04119391458461709,0.008866724044474972,2.5254185129059676,0.4279585753685021,0.44894956836711164,0.42999350615080245,0.6418723309244355,0.24802047265182575,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688776,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.2925288781889441,0.35498057948282674,1.096976703142626,0.34641016151377546,4.152581453643049,1.2990381056766576,0.15947914583929862,0.12276710370726757,-0.025308429255968712,0.025308429255968712,0.041187719259133615,0.00886515058128734,2.5438131093406913,0.4173572072652686,0.45107993020031995,0.43244514182365174,0.6418723309244355,0.3306939635357677,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.2593891051036,0.44193542367146654,1.1039167374628733,0.34641016151377546,4.102213852034767,1.2990381056766578,0.15427190799352056,0.11875857014460837,-0.023862654109747222,0.023862654109747222,0.041186322323974095,0.008864795800311409,2.5605846280994906,0.4064282159158472,0.4529149812666363,0.43111426572995637,0.6418723309244355,0.4133674544197096,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.218513341959173,0.5275411553245514,1.1121715537210635,0.34641016151377546,4.041064460836156,1.2990381056766576,0.14964398075142177,0.11519599009258741,-0.021956125406727013,0.021956125406727013,0.04118942054717386,0.00886558266246329,2.5754136590361982,0.39629055539163816,0.4543980689595545,0.4293164481916835,0.6418723309244355,0.4960409453036515,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.169722368770354,0.6113742121556074,1.1215931315362904,0.34641016151377546,3.969550281362696,1.2990381056766578,0.1459965235837993,0.11238817625580812,-0.019503540478807188,0.019503540478807188,0.041196527614714165,0.008867387705929763,2.5881045353050176,0.3882810001237597,0.45549519571416036,0.4271791264481003,0.6418723309244355,0.5787144361875934,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.49444444444444446,0.8660254037844386,0.8660254037844386,0.5,1.1128469717552836,0.6929308524314554,1.131997549115594,0.34641016151377546,3.8883262469206077,1.2990381056766578,0.14369286752005517,0.1106148209911108,-0.01642525513441312,0.01642525513441312,0.041206989268511796,0.008870044861363668,2.5986075917486415,0.382741235941561,0.4561977375221057,0.42484984787795244,0.6418723309244355,0.6613879270715354,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
