t,h,hD,h_over_R,J_AB,J_BC,J_AC,J_CD,comm_max,J_tot,J_rho_exp,eta,I3,I3_minus,S_ABC,S_L,P_pair,N_pair_sum,N_tri_geom,N_tri_min,regime_label,description,sign,sign_label,lambda_h_over_Jbar,Jbar_RMS,R_internal_norm,theta,phi,J_tri_norm,include_D_transverse,env_label,J_tot_analytic
0.91,1.0,1.0,1.0,-0.2771063027908681,-0.6317387382818949,-1.5887473881985061,0.2,4.835876009124779,1.7320508075688772,0.19379915092687755,0.11188999195635367,-0.03610116049327934,0.03610116049327934,0.10051308043916878,0.0257964855235967,1.2619010019752115,0.32134103720072993,0.2842426734770936,0.23602573020681208,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.4096413319568203,1.1574288723751869,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.22399127275895414,-0.6524642873140633,-1.5887473881985061,0.2,4.857841421642187,1.732050807568877,0.19193262540792702,0.11081235294553829,-0.03282550115684192,0.03282550115684192,0.10063880435239413,0.02583574269080935,1.2853350587742045,0.31302729868775125,0.2853629579731887,0.22751606909611746,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.4096413319568203,1.2401023632591288,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.16934615520993387,-0.668732843673793,-1.5887473881985061,0.2,4.875507669743214,1.7320508075688772,0.19047487232503835,0.1099707188107205,-0.030140562640339888,0.030140562640339888,0.100759551245358,0.02587345760217108,1.3096671929098478,0.3043478415737123,0.2866311119828427,0.22034122671135448,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.4096413319568203,1.3227758541430708,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.11354423170608742,-0.6804332766250479,-1.5887473881985061,0.2,4.888441639169909,1.732050807568877,0.18921994205887102,0.10924618448373459,-0.02822070123087146,0.02822070123087146,0.10087304140115293,0.02590891644083415,1.3341008172452804,0.29683046344269415,0.28817306714831575,0.2149446937982508,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.4096413319568203,1.4054493450270127,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.05696668596735206,-0.6874856603466881,-1.5887473881985061,0.2,4.896329071204178,1.732050807568877,0.1878367294390051,0.10844758630530851,-0.02711365096735155,0.02711365096735155,0.1009772342562614,0.025941479425905523,1.3581199665346417,0.2947743122791654,0.29012068148679815,0.21170407077656184,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.4096413319568203,1.4881228359109546,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-4.224062883334676e-17,-0.6898418199068717,-1.5887473881985061,0.2,4.898979485566356,1.7320508075688767,0.18592141628431796,0.10734177973986748,-0.026770282358618197,0.026770282358618197,0.10107034185601674,0.025970585259436074,1.3814417025391088,0.3019971547759735,0.2925728293652241,0.2108798604603746,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.4096413319568203,1.5707963267948966,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.8106386339822674,-0.0,-1.530642023823782,0.2,4.898979485566356,1.732050807568877,0.21584675269131828,0.12461918077003921,-0.05306078369161513,0.05306078369161513,0.09852413792972017,0.025177116121161802,1.5357033479033575,0.35969579373196053,0.31886206788224436,0.23429974803277998,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,0.0,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.8078698920588374,-0.06694200780884121,-1.530642023823782,0.2,4.895319207235025,1.732050807568877,0.21529617565525924,0.1243013049700609,-0.05285438210966224,0.05285438210966224,0.09849998438215153,0.02516961399751927,1.5207867568166897,0.3576106883699068,0.3166783332327781,0.23197165285129218,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,0.08267349088394192,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.7995825796033517,-0.1334267338260451,-1.530642023823782,0.2,4.884422018376801,1.732050807568877,0.2132344373989418,0.12311095983277748,-0.05299374646656209,0.05299374646656209,0.09849537781866478,0.025168183246007003,1.504650644916877,0.35663612112193216,0.31500862930725687,0.23233025326736703,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,0.16534698176788384,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.7858333073631055,-0.1990000199582889,-1.530642023823782,0.2,4.866537982637431,1.732050807568877,0.21015592178607806,0.12133357801498613,-0.053455323799606436,0.053455323799606436,0.0985136905167619,0.025173871083494004,1.4876671619997373,0.3563928210427503,0.31382891307342614,0.23528536706363937,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,0.24802047265182575,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.7667159968090785,-0.2632139341708519,-1.530642023823782,0.2,4.842080895531012,1.732050807568877,0.20652880981515587,0.11923946394219329,-0.054144348553291574,0.054144348553291574,0.09855723229945242,0.025187396036142395,1.4704433737677416,0.35701462701235354,0.3130562119727004,0.24061788430501727,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,0.3306939635357677,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.7423612385570525,-0.32562983031760995,-1.530642023823782,0.2,4.811623604237825,1.7320508075688772,0.20272173092378706,0.11704144591943536,-0.05489683307544703,0.05489683307544703,0.09862711284909363,0.025209105518805286,1.453856912444402,0.35908689812649125,0.31258698405324253,0.24801536335777577,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,0.4133674544197096,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.7129354003012889,-0.38582134453899464,-1.530642023823782,0.2,4.775891028989771,1.7320508075688772,0.19895667393509064,0.11486768925349719,-0.05549222685602391,0.05549222685602391,0.09872319075209761,0.025238960012326617,1.4390473967611195,0.36297011578921257,0.31233669593637514,0.2571103196994503,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,0.4960409453036515,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.6786394903544817,-0.44337730775948125,-1.530642023823782,0.2,4.735750468902645,1.732050807568877,0.19531035397822064,0.1127624854448468,-0.055677858780232625,0.055677858780232625,0.09884411376467966,0.025276545198274825,1.427341389915774,0.36809085618215037,0.31226682665046473,0.26751231169753825,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,0.5787144361875934,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.6397077845571632,-0.4979045543892952,-1.530642023823782,0.2,4.692198678417952,1.732050807568877,0.19176920128191027,0.11071799998239044,-0.05520559596840384,0.05520559596840384,0.09898744320489013,0.025321109902932903,1.420101914484534,0.37321857081298815,0.31239128641686187,0.27883068505146164,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,0.6613879270715354,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.5964062259361591,-0.5490306080440539,-1.530642023823782,0.2,4.646345136927111,1.732050807568877,0.18831952561983328,0.10872632881027339,-0.05387850930604038,0.05387850930604038,0.09914984529205234,0.025371624645325275,1.4185154165513025,0.37714750475597303,0.3127611036128863,0.2906893018851206,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,0.7440614179554773,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.549030608044054,-0.5964062259361591,-1.530642023823782,0.2,4.646345136927111,1.732050807568877,0.18503682181977713,0.10683105888764116,-0.05159976429006799,0.05159976429006799,0.09932732552742005,0.025426853532843463,1.4233569461966442,0.379025330713052,0.313433178636336,0.3027362033280318,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,0.8267349088394192,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.4979045543892952,-0.6397077845571632,-1.530642023823782,0.2,4.692198678417952,1.732050807568877,0.1821347989905313,0.10515557522598165,-0.0484100106119381,0.0484100106119381,0.09951547977791327,0.025485431486706567,1.4347976460084435,0.3784090094472312,0.31443527517471015,0.30593910706330574,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,0.9094083997233612,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.44337730775948136,-0.6786394903544817,-1.530642023823782,0.2,4.735750468902645,1.732050807568877,0.17994566735188797,0.10389167948511939,-0.04449885185881053,0.04449885185881053,0.09970973746487599,0.025545939276699015,1.4523206111331577,0.37524999630747363,0.31574247142783424,0.29609965953898654,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,0.992081890607303,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.3858213445389947,-0.7129354003012889,-1.530642023823782,0.2,4.775891028989771,1.7320508075688772,0.17882605878332483,0.10324527317667244,-0.04018399300116335,0.04018399300116335,0.09990557717261264,0.02560697030704473,1.474781909978335,0.36988325705830216,0.3172766592823717,0.28631373761806994,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,1.074755381491245,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.32562983031761006,-0.7423612385570525,-1.530642023823782,0.2,4.811623604237825,1.7320508075688772,0.17901517856380147,0.10335446153283971,-0.03586414537664921,0.03586414537664921,0.10009870161008867,0.025667185086751365,1.5006042433815614,0.363041303737326,0.3189308377970797,0.2768212411574384,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,1.1574288723751869,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.263213934170852,-0.7667159968090785,-1.530642023823782,0.2,4.842080895531012,1.732050807568877,0.1805024107292085,0.10421311542388494,-0.0319590139683783,0.0319590139683783,0.10028516570453971,0.02572535139412957,1.5280491130640472,0.35592291121210873,0.3206094719546855,0.26790837821732205,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,1.2401023632591288,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.19900001995828898,-0.7858333073631055,-1.530642023823782,0.2,4.866537982637431,1.732050807568877,0.18296678586254242,0.1056359230704995,-0.02884582147356235,0.02884582147356235,0.10046145754181385,0.025780369961158178,1.5555007202796047,0.35036604139528804,0.3222702595177348,0.25992761602647857,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,1.3227758541430708,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.1334267338260452,-0.7995825796033517,-1.530642023823782,0.2,4.884422018376801,1.732050807568877,0.18581590208580495,0.10728086108895266,-0.02679218521418618,0.02679218521418618,0.10062453626900698,0.02583128686450764,1.581708298290625,0.3485777977441478,0.32394795760168027,0.25329997772939433,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,1.4054493450270127,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.06694200780884127,-0.8078698920588374,-1.530642023823782,0.2,4.895319207235025,1.732050807568877,0.18829954975994553,0.10871479574218991,-0.025895226794172554,0.025895226794172554,0.10077183380881755,0.025877294670477502,1.6059405161085651,0.35067398985969334,0.32573573623902063,0.24845549333056566,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,1.4881228359109546,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-4.963730041857833e-17,-0.8106386339822674,-1.530642023823782,0.2,4.898979485566356,1.732050807568877,0.18964461951119904,0.10949137212515495,-0.02608388228713679,0.02608388228713679,0.10090122852563818,0.025917724803246833,1.6279809573885906,0.3545001340742558,0.3277472530162177,0.24576516450248295,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.48705166494602536,1.5707963267948966,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.9265802350556294,-0.0,-1.4633690812656437,0.2,4.898979485566356,1.732050807568877,0.23007963440163082,0.13283653885683225,-0.05021066441107305,0.05021066441107305,0.09723337223328551,0.02477686011827096,1.725596685696448,0.3977567422333197,0.34575197414587655,0.26521651922933787,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,0.0,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.9234154937829153,-0.07651638933849371,-1.4633690812656437,0.2,4.8941967611959365,1.732050807568877,0.22663956636835866,0.13085041465179195,-0.050298059940208015,0.050298059940208015,0.0971895544085752,0.02476329613754813,1.7147956263684965,0.40122445552687797,0.34455643400792113,0.26500271896679045,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,0.08267349088394192,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.9139428883566714,-0.15251009415120742,-1.4633690812656437,0.2,4.879951369578995,1.732050807568877,0.22080710464444928,0.12748304130545468,-0.0508104241849405,0.0508104241849405,0.09718140094646269,0.024760772372354745,1.7013377790200137,0.40361166546519417,0.3435369716094038,0.2670677980773225,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,0.16534698176788384,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.8982271262770544,-0.22746200037766734,-1.4633690812656437,0.2,4.856551071189669,1.7320508075688772,0.21336360098318644,0.1231855324629106,-0.05169729766339573,0.05169729766339573,0.09721364757390069,0.024770754080045587,1.685497213139218,0.404182952255135,0.34261997465469163,0.2712096052962317,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,0.24802047265182575,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.8763755621346411,-0.3008601104981137,-1.4633690812656437,0.2,4.824506767669468,1.7320508075688772,0.20514826782855508,0.11844240765460172,-0.052847522436061195,0.052847522436061195,0.09728899199238603,0.02479407966858893,1.6679047643240543,0.4026712488765912,0.3417320014803293,0.2771809079533628,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,0.3306939635357677,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.8485374642697188,-0.37220304099571927,-1.4633690812656437,0.2,4.784529148222247,1.732050807568877,0.19692444656159575,0.1136943822323554,-0.05408541021524131,0.05408541021524131,0.09740791019124669,0.02483090442491709,1.6496197915014779,0.3995641736207871,0.34083290414842377,0.2847179571412738,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,0.4133674544197096,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.8149029951181648,-0.4410034473144056,-1.4633690812656437,0.2,4.737523369404575,1.7320508075688772,0.18925491216122037,0.10926637448173956,-0.05517230278189704,0.05517230278189704,0.09756866318107789,0.024880702078734718,1.6321424719501543,0.3964593064633919,0.3399403044208188,0.2935540131634056,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,0.4960409453036515,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.7757019122091872,-0.5067913529163218,-1.4633690812656437,0.2,4.684581112209922,1.7320508075688772,0.18244155329602493,0.10533267990683345,-0.05581982422056797,0.05581982422056797,0.0977674903077772,0.024942323071140526,1.6173318104472623,0.39545025010925694,0.33913995998166546,0.3034203059809429,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,0.5787144361875934,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.7312019986884295,-0.5691173596981481,-1.4633690812656437,0.2,4.626969142659336,1.7320508075688772,0.1765712020665351,0.10194343104424984,-0.05572188654562646,0.05572188654562646,0.09799895817210894,0.02501410028194362,1.6072073815946721,0.39689547002202963,0.3385777691283525,0.31404134702628284,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,0.6613879270715354,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.6817072340875572,-0.6275557178358252,-1.4633690812656437,0.2,4.566113289012056,1.732050807568877,0.1716592064934549,0.09910748907787376,-0.05460852259877878,0.05460852259877878,0.09825641405427334,0.02509398691275666,1.603640433431162,0.3990713973967909,0.3384305798893556,0.32513169037337397,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,0.7440614179554773,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.6275557178358253,-0.6817072340875572,-1.4633690812656437,0.2,4.566113289012056,1.7320508075688772,0.16782232077599296,0.09689226207604727,-0.05231429179621755,0.05231429179621755,0.09853248341013915,0.02517970834718919,1.607983827777392,0.4001329632315803,0.33885821042255976,0.33018244047639556,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,0.8267349088394192,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.5691173596981481,-0.7312019986884295,-1.4633690812656437,0.2,4.626969142659336,1.7320508075688772,0.1653824956310338,0.09548362837182947,-0.04884074493702886,0.04884074493702886,0.09881955317343735,0.025268910348244744,1.620737455162634,0.399049755086725,0.33994902822479894,0.3307403278226433,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,0.9094083997233612,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.5067913529163218,-0.7757019122091872,-1.4633690812656437,0.2,4.684581112209922,1.7320508075688772,0.1648221383654852,0.09516010595372264,-0.044386462175418195,0.044386462175418195,0.0991101940689818,0.025359289289166753,1.6413649070179899,0.3956426588173047,0.3416803389726206,0.33305687395904304,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,0.992081890607303,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.44100344731440566,-0.8149029951181648,-1.4633690812656437,0.2,4.737523369404575,1.7320508075688772,0.16657932378960233,0.09617461743135274,-0.03932898455423915,0.03932898455423915,0.09939749188203496,0.025448695076569883,1.6683395973825665,0.39063213938251234,0.34391326519631327,0.32428734935647935,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,1.074755381491245,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.3722030409957194,-0.8485374642697188,-1.4633690812656437,0.2,4.784529148222247,1.7320508075688772,0.17077343989801355,0.09859609149555651,-0.03416584086980683,0.03416584086980683,0.09967527522038384,0.025535202707640536,1.6994143896424314,0.3860716308576245,0.3464271892771025,0.3155886033341298,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,1.1574288723751869,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.3008601104981138,-0.8763755621346411,-1.4633690812656437,0.2,4.824506767669468,1.732050807568877,0.17702253097420087,0.10220400591058376,-0.029437945479423577,0.029437945479423577,0.09993824221126824,0.025617152938380183,1.732030119146993,0.3857159854745442,0.34898114545243775,0.3071104857060262,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,1.2401023632591288,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.22746200037766742,-0.8982271262770544,-1.4633690812656437,0.2,4.856551071189669,1.7320508075688772,0.18446361479285078,0.10650011765634385,-0.02565385254483815,0.02565385254483815,0.10018199883850382,0.02569316571685465,1.7637518491177804,0.3909568945387455,0.3513809623345884,0.29907085746487694,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,1.3227758541430708,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.1525100941512075,-0.9139428883566714,-1.4633690812656437,0.2,4.879951369578995,1.732050807568877,0.19194417629684873,0.11081902185436662,-0.023212807334148544,0.023212807334148544,0.1004030269210322,0.025762131728282123,1.7926480821934097,0.39752380531984993,0.35353044770818093,0.29179441770515485,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,1.4054493450270127,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.07651638933849378,-0.9234154937829153,-1.4633690812656437,0.2,4.8941967611959365,1.732050807568877,0.19826272877370993,0.1144670398277712,-0.022318134970776254,0.022318134970776254,0.10059860094280551,0.025823187850831486,1.817561894574394,0.4022343813290291,0.3554409561667503,0.2856978731382199,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,1.4881228359109546,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-5.673667595070393e-17,-0.9265802350556294,-1.4633690812656437,0.2,4.898979485566356,1.732050807568877,0.20236014593905943,0.11683268473116794,-0.022931575928903575,0.022931575928903575,0.10076667152498656,0.02587568196032608,1.838196396957665,0.404546527921647,0.35720279673253763,0.28122491534326205,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.5644619979352304,1.5707963267948966,1.732050807568877,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-1.0369722062247648,-0.0,-1.387331482925888,0.2,4.898979485566356,1.7320508075688774,0.2497778326036359,0.14420929889131046,-0.044405715347084596,0.044405715347084596,0.09558153613865428,0.024266603952811217,1.8755253564907752,0.43344527015147005,0.36652472292840793,0.29463069098008204,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.6418723309244355,0.0,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-1.033430420402515,-0.0856324860630415,-1.387331482925888,0.2,4.892988516095792,1.732050807568877,0.2440261421545222,0.1408885588622193,-0.04507464867404584,0.04507464867404584,0.09551721635042135,0.024246780271509838,1.8677125216493697,0.4397486494356265,0.36603669974991726,0.29638123381267123,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.6418723309244355,0.08267349088394192,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-1.0228292569242556,-0.17068001541607386,-1.387331482925888,0.2,4.875135552853946,1.7320508075688774,0.23472987622476318,0.13552135722521455,-0.04623306495092802,0.04623306495092802,0.09551503906840778,0.024246109281290562,1.855609754941875,0.4433674401505033,0.3653376712978635,0.29977350859206936,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.6418723309244355,0.16534698176788384,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-1.0052411324859811,-0.2545616271965556,-1.387331482925888,0.2,4.845780331760029,1.7320508075688772,0.22286510434418125,0.12867122798608707,-0.047795577392873365,0.047795577392873365,0.09558092070422926,0.024266414256855717,1.8395361026103674,0.4435047640744178,0.364352149854308,0.3045422353807772,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.6418723309244355,0.24802047265182575,1.7320508075688772,True,D_with_TF,1.7320508075688772
0.91,1.0,1.0,1.0,-0.9807861918117288,-0.3367043249411907,-1.387331482925888,0.2,4.805521988351231,1.732050807568877,0.2096106825172955,0.12101878397638177,-0.049632709096226385,0.049632709096226385,0.09571699939250447,0.024308365434472456,1.8202569130244215,0.43970632889571826,0.3630522431435392,0.3104739819633902,ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,0.6418723309244355,0.3306939635357677,1.7320508075688772,True,D_with_TF,1.7320508075688772
