h_over_R,h,t,N,sign_label,corr_J_rho_exp,corr_eta,corr_S_L,corr_P_pair,corr_N_pair_sum,corr_J_tot,std_J_tot,mean_J_tot,J_tot_analytic,max_I3_minus,mean_I3_minus,median_I3_minus,max_J_rho_exp,mean_J_rho_exp,mean_S_ABC,mean_S_L,mean_P_pair,mean_N_pair_sum
1.0,1.7320508075688772,0.73,400,anti_like_all_positive,-0.5216255400120373,-0.5216255400120376,-0.6610287732901877,-0.1792302019331171,-0.04709571950624227,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.07305603573949429,0.027957161812282517,0.027873945189999208,0.7568343620951464,0.38384360642782167,0.11328343326923924,0.03000722029381965,1.6569754023335526,0.4210657737210194
1.0,1.7320508075688772,0.8200000000000001,400,anti_like_all_positive,-0.8277047010318754,-0.8277047010318755,-0.4320348745607168,-0.12431167390909184,-0.406392616352473,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.08263937080690362,0.03848191431089321,0.04159558759423087,1.1928244733304032,0.45567793528708367,0.11879962234716095,0.03188783505682275,1.6247551016748787,0.36397124133216585
1.0,1.7320508075688772,0.91,400,anti_like_all_positive,-0.688072896811137,-0.6880728968111366,-0.09068174502047853,0.20152080802265807,-0.5572741073458232,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.08456899158786221,0.046878122716327845,0.05246580144229643,1.3770175458926872,0.3992790147579061,0.11970782636120454,0.0322442037785464,1.626455939804027,0.32116739332103805
1.0,1.7320508075688772,1.0,400,anti_like_all_positive,-0.517086681491222,-0.5170866814912216,0.2085425953390946,0.5174050438494602,-0.37211428883396463,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.08866589783629669,0.0523014028788674,0.05866897954594375,1.2207456198721185,0.39884177586181013,0.1199542689698392,0.032326898471427216,1.6202558689059527,0.32795685194534185
2.0,3.4641016151377544,0.02,400,anti_like_all_positive,-0.5261814731174727,-0.5261814731174722,0.20300673886136653,-0.819995940598044,-0.166601624780164,,5.390884505194123e-15,20.784609690826528,20.784609690826525,1.9481424700885397e-06,6.795964078357223e-07,3.3962961258112765e-07,4.6141498982284155,2.2153238129216954,5.18878366738366e-06,4.4053096987878293e-07,0.021453776140006663,0.04301025294216146
2.0,3.4641016151377544,0.04,400,anti_like_all_positive,-0.556072332570654,-0.5560723325706545,0.20817409972064824,-0.844475664284609,-0.1403805907528344,,5.390884505194123e-15,20.784609690826528,20.784609690826525,2.5412081061766505e-05,9.07378660303734e-06,4.909933778399232e-06,4.9570056818667805,2.4392920731904804,6.957498608687231e-05,7.120427707600352e-06,0.07339553622665686,0.08568723031424691
2.0,3.4641016151377544,0.06,400,anti_like_all_positive,-0.5674660582469706,-0.5674660582469708,0.21309381855852805,-0.745357567726462,-0.11994055635686736,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.00011087425447475828,4.004510319356705e-05,2.2685990314642943e-05,5.059258606340887,2.630408073194569,0.0003077976001014507,3.5760845937671817e-05,0.1472542338966865,0.12685073274193667
2.0,3.4641016151377544,0.08,400,anti_like_all_positive,-0.5781950630768963,-0.5781950630768966,-0.22304378696559743,-0.6279854586733351,-0.10137082233318052,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.0003071741856833447,0.00011149178542905397,6.556278598571664e-05,4.914925072685994,2.8239306890987557,0.0008583199989567162,0.00011009464472955727,0.23599633244407955,0.1654541946017626
2.0,3.4641016151377544,0.1,400,anti_like_all_positive,-0.5872933378005006,-0.5872933378005009,-0.22835680484818321,-0.5248559038288232,-0.08281935565675966,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.0006587455346399921,0.0002395664586523688,0.00014486859173155648,4.560422075272852,2.9660649257186997,0.0018470141421913571,0.0002570684618858865,0.3328122904726043,0.20060746902214135
2.0,3.4641016151377544,0.14,400,anti_like_all_positive,-0.5651081670941674,-0.5651081670941672,-0.242069163043499,-0.34378645715266987,-0.03985417853173537,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.0019347876113700122,0.0006971206278300924,0.0004163301103833777,3.5594275344139445,2.9238721866790214,0.005403787719858316,0.0008551144456001322,0.5256056193353675,0.25795687911527326
2.0,3.4641016151377544,0.18,400,anti_like_all_positive,0.18782397837670797,0.18782397837670775,-0.2593387246216174,-0.16089766736574967,0.01858575076898088,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.003933359729763745,0.001377716456064374,0.0007845773551762971,3.332714927333053,2.4560524445312724,0.010830607750281378,0.0018828987478912115,0.6837026543441058,0.29593573377887344
2.0,3.4641016151377544,0.21999999999999997,400,anti_like_all_positive,0.434392097954981,0.43439209795498074,-0.28358349273358285,0.011697242512696052,0.09371907909942455,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.006274090272857181,0.0021019901758634915,0.0010477615347138439,3.200075167766947,1.715592961018063,0.017008813739837474,0.0031611537525811006,0.7821746160042861,0.3151965548406234
2.0,3.4641016151377544,0.26,400,anti_like_all_positive,0.40841366056796524,0.4084136605679653,-0.32200824214793655,0.12001073899402674,0.16677047782379803,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.008417440980511809,0.0026580941402058905,0.001147229893163449,2.5153246756521472,1.0969528370924417,0.022449852400627482,0.004358739247907402,0.8152615455172549,0.3190108978155021
2.0,3.4641016151377544,0.3,400,anti_like_all_positive,0.15456275782582507,0.154562757825825,-0.38521160126491916,0.1466980648878497,0.21430145078601007,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.00988225304192153,0.0029795236175895845,0.001160830137570212,1.2750409022710925,0.4963287521440182,0.026048335733573288,0.005182304580365504,0.7956494946242484,0.31176114851924547
2.0,3.4641016151377544,0.3277777777777778,400,anti_like_all_positive,0.37509942568606397,0.37509942568606414,-0.44839244548308127,0.13534227153070494,0.23442718134062943,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.010480675848257341,0.003153343721681384,0.0013972526805204576,0.3527393332392065,0.1522533960540874,0.027268643845483977,0.0054672567435742865,0.7659668834566574,0.3029528419962503
2.0,3.4641016151377544,0.35555555555555557,400,anti_like_all_positive,-0.19057277873035075,-0.190572778730351,-0.5257666799293483,0.11821059631792086,0.25459320856344275,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.010876320405867806,0.003425675964247792,0.00211841035866093,0.940277805848228,0.5749491310321526,0.027556508495122384,0.005535612419285713,0.7387572043614695,0.2938924248074649
2.0,3.4641016151377544,0.3833333333333333,400,anti_like_all_positive,-0.4806977097091263,-0.48069770970912656,-0.6040164056615898,0.10490719230754203,0.27663001601158477,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.011219053709727596,0.003921625732892427,0.003285247153096301,2.1535949232682556,1.136292909925417,0.027153667288089565,0.005442355472095584,0.7299718079643267,0.28829375179008465
2.0,3.4641016151377544,0.4111111111111111,400,anti_like_all_positive,-0.6169288172330158,-0.6169288172330157,-0.6549822655644709,0.10643662855876267,0.30122311239059907,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.01157449017292727,0.004666304728136449,0.004512395782129645,3.408242742606621,1.6605163253395232,0.02637343919748405,0.005261530923467512,0.7543041277631548,0.2903632548175344
2.0,3.4641016151377544,0.4388888888888889,400,anti_like_all_positive,-0.6327800399180419,-0.6327800399180412,-0.6645275638660532,0.13391521064012235,0.34717412358137206,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.012018976188986084,0.005535723995658046,0.005627609720790726,4.509490408997468,2.0893800357017023,0.025576504234779945,0.005077843769584998,0.820273655029111,0.3023922924189108
2.0,3.4641016151377544,0.4666666666666667,400,anti_like_all_positive,-0.5652635013619998,-0.5652635013619994,-0.6287296367840698,0.19060551062551404,0.39055870123009295,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.012526614651174314,0.006164913682147403,0.006486064792288845,5.291914469749028,2.3828425220267593,0.025171230178318384,0.004985327487049137,0.9269724314277025,0.3232799627835024
2.0,3.4641016151377544,0.49444444444444446,400,anti_like_all_positive,-0.5043366999202835,-0.5043366999202831,-0.5799940696949432,0.234318979272378,0.38630867383313744,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.0132860395334728,0.0065299338268781475,0.006927753387557061,5.640305876084515,2.5360873749375528,0.025611340662255698,0.005087907758433159,1.0649196596421262,0.3497530962236558
2.0,3.4641016151377544,0.5222222222222223,400,anti_like_all_positive,-0.5199707928510536,-0.5199707928510541,-0.5299450817231522,0.23309279637517102,0.3159793616019704,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.01466156558208364,0.00680780369452018,0.007081534653164983,5.506639850528807,2.6114166804302217,0.027354363852474063,0.005494509582744271,1.2192801021341357,0.3780480246217433
2.0,3.4641016151377544,0.55,400,anti_like_all_positive,-0.5779574253509572,-0.5779574253509567,-0.48089309029491156,0.18855721581552964,0.21548375320878066,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.016969942466258756,0.007359597521330672,0.007522296276013082,4.93631671801389,2.594542347155612,0.030767339768988614,0.0063041993360811455,1.3733943673655638,0.4049539062584026
2.0,3.4641016151377544,0.64,400,anti_like_all_positive,-0.11000980954444044,-0.11000980954444034,-0.4109853859227503,-0.07721043237727392,-0.0919262388627849,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.030791544844609685,0.011851796038424114,0.009921629853884981,3.2570639230921064,1.4307278740736675,0.05339093896269145,0.012080071260638627,1.7109071410196006,0.4635976681691531
2.0,3.4641016151377544,0.73,400,anti_like_all_positive,-0.29182339555037246,-0.2918233955503724,-0.5497287171438217,-0.28290638077935354,-0.22936990808512445,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.043721585262071455,0.016850847817879183,0.014167820244575233,1.6146369086944936,0.6754065718699125,0.08131957489472655,0.020011970886028546,1.695151737998547,0.4645694417187235
2.0,3.4641016151377544,0.8200000000000001,400,anti_like_all_positive,-0.17150136616405737,-0.17150136616405748,-0.6468762272029847,-0.3790793368329431,-0.5245334448424175,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.05783285718802088,0.022574933126430507,0.023475022532776467,2.1211552409332888,1.1295512322389434,0.0957528231596548,0.02443545284013074,1.5131343125213033,0.39266521236786306
2.0,3.4641016151377544,0.91,400,anti_like_all_positive,-0.7900967641089407,-0.790096764108941,-0.48026492330515447,-0.2205777453852321,-0.704273085195926,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.06222796329208208,0.03021166394234476,0.03401422778609871,5.329080001398326,1.857895647642856,0.09579471883772231,0.02450756176461974,1.4109844004770336,0.31305950089120455
2.0,3.4641016151377544,1.0,400,anti_like_all_positive,-0.7420664060725938,-0.7420664060725936,-0.30969967031675805,-0.03100235520905769,-0.57901254815956,,5.390884505194123e-15,20.784609690826528,20.784609690826525,0.06363095597113796,0.03496705925560159,0.03909564466003854,4.81736730183716,1.7618192558315082,0.10003930267124518,0.025844369146833513,1.4034736381814525,0.3201431921032261
